image_path,food_name,MatchedRecipe,Ingredients,Instructions,PrepTimeInMins,CookTimeInMins,PackingTimeInMins,Diet,Course,Calories (kcal),Protein (g),Carbs (g),Fat (g)
organized_food/bhatura/8b37f8729e.jpg,bhatura,Chanar Paturi Recipe,"250 grams paneer, 1/4 cup mustard, 2 tbsp coconut - grated, 3 green chillies - chopped, 3 tsp mustard oil, 1/2 tsp turmeric powder, 1 tsp lemon juice, 1/2 tsp sugar, salt - as per taste, 2 pumpkin leaves.","To make Chanar Paturi recipe, first of all add mustard seeds, water in a bowl and make a paste. Now add coconut, green chillies and grind it. Take out in a bowl and keep separately. Now add mustard paste, salt, lemon juice, turmeric powder, sugar, cheese in a bowl and mix well. Now apply mustard oil on pumpkin leaves. Add the cheese mixture into it and close it from all sides. Insert a toothpick and close it from all sides. You can also tie it with thread. Now fill water in a steamer. Place a bowl in it and place cheese wrapped in leaves inside it. Cover the steamer and steam for 5 to 10 minutes. Take out and serve. Serve Chanar Paturi recipe with Began Bhaja and rice for lunch.",10,40,5,High Protein Vegetarian,Lunch,350,6.0,50.0,14.0
organized_food/bhindi_masala/5f6c13abfb.jpg,bhindi_masala,Bhindi Masala Recipe,"350 grams ladyfinger, 1 onion - cut thinly and straight, 2 tomatoes - finely chopped, 1 tsp turmeric powder, 1 tsp coriander powder, 1 tsp red chilli powder, salt - as per taste.","To make Bhindi Masala Recipe, first cut off the corners of Bhindi and cut them into thin 1 inch slices. Now heat oil in a pan. Add onion to it and cook until onion becomes soft. Now add ladyfinger, salt and cook till ladyfinger becomes soft. This will take at least 10 minutes. After 10 minutes, add tomatoes and cook until tomatoes become soft. After the tomatoes become soft, add turmeric powder, red chili powder, coriander powder, salt and mix. Mix well and cook for 3 to 4 minutes. Switch off the gas and serve. Serve Bhindi Masala Recipe with Panchmel Dal, Lauki Raita and Phulka for lunch.",15,20,5,Vegetarian,Side Dish,120,3.0,12.0,7.0
organized_food/biryani/5c80c9eead.jpg,biryani,Chole Biryani Recipe - Spicy Chana Biryani Recipe,"1 cup Rice - washed and soaked,1 Cardamom (Elaichi) Pods/Seeds,1 clove Cloves (Laung),1 inch Cinnamon Stick (Dalchini),1 Bay leaf (tej patta),1/2 cup Milk,1 1/2 cup Water,1 teaspoon Ghee,Salt - Salt to taste,1/2 cup Onions - sliced,2 teaspoons Sunflower Oil,1 Potato (Aloo) - cut into cubes & soaked in salt water,1/2 teaspoon Amchur (Dry Mango Powder),1/2 teaspoon Red Chilli powder,1/2 Cumin powder (Jeera),1/4 cup Coriander (Dhania) Leaves - chopped,1/4 cup Mint Leaves (Pudina),1 cup Kabuli Chana (White Chickpeas) - washed and soaked overnight.,6 cloves Garlic - chopped,1 inch Ginger - chopped,1 Green Chilli - finely chopped,1 teaspoon Garam masala powder,1 teaspoon Red Chilli powder,1/4 cup Curd (Dahi / Yogurt) - whisked,1/2 teaspoon Turmeric powder (Haldi),1 Tomatoes - finely chopped,1 tablespoon Ghee,Salt - to taste","To begin making the Chole Masala Biryani Recipe, let us keep each of the elements ready. For the fried onionsIn a kadai, heat oil on medium flame, add the sliced onions and fry them until they turn into a deep brown colour.Caramelizing the onions takes a good 10 minutes. So ensure you do it on low heat.Once the onions are caramelised, drain it on absorbent paper and set aside.For the roasted potatoesIn the same kadai add some more oil and pan roast potatoes until it gets a light brown colour. Sprinkle some salt and a pinch of turmeric powder to add taste to the roasted potatoes.Drain the roasted potatoes in absorbent paper and transfer it into a bowl. Sprinkle the dry masalas- cumin powder, red chilli powder and amchur and toss.For the RiceIn a pan, heat ghee on medium flame, add cardamom, clove, bayleaf, cinnamon, and salt. Add the milk and water and bring to a rolling boil.When the milk-water comes to a boil, reduce the flame add the drained rice, cover and cook until the moisture is fully absorbed.Once cooked, turn off the flame and set aside.Transfer the rice into a mixing bowl and allow it to cool.Once the rice has completely cooled, add the coriander leaves, mint leaves, fried onions and potatoes. Give it a good mix. For the Chole MasalaWash and soak the Kabuli Chana overnight.In a pressure cooker, add the kabuli chana, and one cup of water with salt. Pressure cook for 6 whistles, and turn down the flame and continue to cook for another 15 minutes.Turn off the flame and allow the pressure to release naturally. Drain the chana from its water and set aside.    In a pan heat ghee, on low flame, ad ginger- garlic-green chili and saute for a couple of minutes, increase the flame to medium heat and add the tomatoes and cover and cook.The tomatoes will take about 5 minutes to soften. Once they have softened, add the dry masalas- garam masala, red chilli powder, turmeric powder, salt and chole masala. Mix well.At this stage reduce the flame and add the yoghurt and the drained boiled chana.At the end of this procedure, we should have a semi gravy chole masala, the consistency shall not be too thick or too thin.To assemble Chole biryani recipeGrease a large glass bowl with ghee, sprinkle some coriander leaves, put a layer of the rice and press it down with the back of the ladle.Next add a layer of the chole masala. Repeat the layers till the bowl is full. You need press down each layer.  The final layer of the biryani must be rice.Once each of those layers are pressed down well, place a plate upside down over the bowl and over turn it.  You will get a chole biryani dome on your plate.Serve this Chole Biryani Recipe along with Mirchi Ka Salan Recipe (Chillies in Tangy Spicy Peanut Sesame Curry), Burani Raita Recipe (Garlic Based Yogurt), Pickled Onions and Methi Pakoras Recipe for a complete weekend meal.",510,40,5,Vegetarian,Main Course,190,8.5,32.0,9.0
organized_food/boondi/5b5e46b468.jpg,boondi,Sweet Boondi / Meethi Boondi Recipe,"1 cup Gram flour (besan),1 pinch Baking soda,1 pinch Yellow food colour - optional,1 pinch Orange color - optional,1/2 cup Water,Sunflower Oil - to deep fry,3/4 cup Sugar,1/2 cup Water","To prepare Sweet Boondi/Meethi Boondi Recipe, take gram flour/besan in a sifter and sieve it.In a Mixing bowl, mix gram flour, baking soda with water. The batter should be little thick, a bit thinner than normal bajji batter.Take a big ladle full of batter for orange color in a separate small bowl. Add orange food color to the batter in the small bowl, yellow food color to the batter in the main bowl and mix both well separately. This is an optional step, only if you are adding food colors.2 Slotted ladles are needed. One for making boondi and another for draining boondi from oil.Now heat oil for deep frying. Oil should be moderately hot. To test, drop a pea size batter in the oil, batter should rise immediately without changing color which means oil is ready for frying boondis.Now hold one slotted ladle just over oil (neither too low nor too high). Use another deep ladle to pour batter over slotted ladle. Pour one ladle full of batter over the slotted ladle and spread in a circular motion by the back of the deep ladle. The batter will fall drop by drop.Fry them till little crispy. Drain and place them on a paper towel to absorb excess oil.Repeat the process with rest of the batter.Then make sugar syrup from 3/4 cup sugar & 1/2 cup water of 1 string consistency by bringing it to boil. Add in cardamom powder, mix well to make syrup.Add the fried yellow and orange boondis into the syrup. Gently toss them and mix till boondis are well coated in sugar syrup.Let this set for 1-2 hours until the sugar syrup is completely absorbed by Sweet Boondi / Meethi Boondi Recipe and the sugar in the syrup is crystallized.Store Sweet Boondi/Meethi Boondi Recipe in an air-tight container and serve as needed, as asweet munch after meals.",80,30,5,Vegetarian,Dessert,450,8.0,55.0,22.0
organized_food/butter_chicken/3ad0d5554a.jpg,butter_chicken,Peanut Butter Chicken Recipe,"300 grams Chicken breasts - boneless,1 Onion,1 Tomato,3/4 cup Chicken stock,3/4 cup Peanut Butter - smooth,1 tablespoon Chilli oil - (can be substituted with 1/8 teaspoon smoked paprika),1/2 teaspoon Salt,1/2 teaspoon Black pepper powder,2 tablespoon Sunflower Oil","To begin making the Peanut Butter Chicken recipe, heat oil in a large skillet, add onion and stir until translucent.Once the onions are soft and translucent, add the chicken pieces; cook until chicken starts to turn white.Add chilli oil, followed by salt and pepper. Keep the heat on medium through the whole process and continue stirring.The entire process should take 5-7 minutes. Add tomatoes, chicken stock and let it simmer on low heat until the chicken is tender.When the chicken is tender, stir in peanut butter, stirring continuously until mixed thoroughly and the sauce starts to thicken.If the sauce is too thick, you could add some more chicken broth or hot water or if its not thickening, add some more peanut butter. Give it a stir and when the chicken is done, serve hot.Serve Peanut Butter Chicken with Lemon Rice on its own or as a side dish along with Srilankan Chicken Curry and Tawa Paratha for a weekend meal.",10,15,5,High Protein Non Vegetarian,Dinner,240,16.0,8.0,16.0
organized_food/chak_hao_kheer/4fa767213f.jpg,chak_hao_kheer,Chak-Hao Amubi Recipe (Black Rice Pudding),"3/4 cup Black Rice - soaked for 3-4 hours,2 liter Milk - full cream milk,1/2 cup Sugar,1 teaspoon Cardamom Powder (Elaichi),8-10 Cashew nuts - fried,10 Raisins - optional","To prepare Chak-Hao Amubi Recipe (Black Rice Pudding), wash and soak rice in fresh water for 3-4 hours before cooking.In a thick bottomed pan, heat milk and boil till it starts reducing and look light cream in color.Add soaked black rice and cook in medium to low flames till rice is 90% cooked. Keep stirring in regular intervals and also scrap the cream from sides and add into the kheer, this will make it creamier.The kheer will start turning purple in color because of the Chak-Hao/black rice.Once the milk is thick and creamy and the rice is almost done, add sugar and cardamom powder and stir well.After adding sugar, the milk will slightly look diluted, but it will thicken again in few minutes.Cook till the kheer is creamy in texture and turn off the gasIn a small pan, heat ghee and fry cashews till browned slightly.Add the fried cashews to Chak-Hao Amubi Recipe (Black Rice Pudding) and give a quick mix.Serve Chak-Hao Amubi Recipe (Black Rice Pudding) hot or chilled, as an occasional dessert after a nice weekend meal!",180,40,5,Vegetarian,Dessert,160,4.0,30.0,3.0
organized_food/cham_cham/77b9158065.jpg,cham_cham,Lemon Rice Recipe - Elumichai Sadam/Chitranna,"2 cups Cooked rice - in grainy form,1 teaspoon Mustard seeds,1 teaspoon White Urad Dal (Split),1/4 cup Raw Peanuts (Moongphali),1 sprig Curry leaves - roughly chopped,1 inch Ginger - grated,2 Green Chillies - finely chopped,1 teaspoon Turmeric powder (Haldi),Salt - taste,1 tablespoon Sesame (Gingelly) Oil,Coriander (Dhania) Leaves - a small bunch finely chopped","To begin making the Lemon Rice Recipe (Elumichai Sadam/Chitranna), make sure you have some cooked rice ready. It helps using a day old rice as the grains will be separated out well.Keep the remaining ingredients handy, as this recipe will be made in a jiffy.Heat oil in a heavy bottomed pan or kadai, add the mustard seeds, the urad dal and peanuts. Allow them to crackle and the dal and the peanuts to get roasted well until it gets a golden brown color. Do this on low to medium heat else they will get brown faster than you want them to and the peanuts will remain raw.Once the dal is golden brown and roasted, add the curry leaves, ginger, green chillies, turmeric powder and stir for a few seconds.Add the cooked rice, sprinkle some salt and give it a good stir until all the ingredients have combined well and the rice gets well coated. Turn the heat to low, cover the pan and allow the lemon rice to steam along with the seasonings for a couple of minutes.After a couple of minutes, squeeze the lemon juice and give the rice a good stir. Check the salt and spice levels and adjust to suit your taste.Turn off the heat and stir in the chopped coriander leaves and serve.Serve the Lemon Rice (Elumichai Sadam/Chitranna) along with papad and tomato onion raita, or plain yogurt.",10,20,5,No Onion No Garlic (Sattvic),Lunch,250,5.0,50.0,3.0
organized_food/chana_masala/23b710f328.jpg,chana_masala,Kala Chana Masala Recipe,"1 Cup Kala Chana (Brown Chickpeas),1 Onion - finely chopped,1 inch Ginger - grated,2 cloves Garlic - mashed,1 inch Cinnamon Stick (Dalchini),1/4 cup Homemade tomato puree,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,1 teaspoon Garam masala powder,1 teaspoon Coriander Powder (Dhania),2 tablespoon Figaro Pure Olive Oil,Salt - to taste,4 sprig Coriander (Dhania) Leaves - roughly chopped for garnish","To begin making the make Kala Chana Masala, first wash and soak the chickpeas for 6 hours or overnight in 2 cups of water. Transfer chickpeas to Pressure Cooker with 2-1/2 cups of water and cook until for 6 to 7 whistles, turn the heat to low and cook for another 15 minutes until done.Heat pure olive oil in a saucepan over medium heat, add the grated ginger, onion and garlic and saute for few seconds.Stir in the tomato puree, turmeric powder, coriander powder, garam masala, chilli powder, salt and the cooked chickpeas.Stir to combine. Allow the mixture to come to a boil over medium heat.Once the mixture begins to boil, turn the heat to low and simmer the mixture for 20 to 30 minutes. Adjust the consistency and taste of the dish according to your taste, by adding water and spices.If adding water let Kala Desi Chana simmer for few more minutes. Turn off the heat. Garnish with chopped coriander leaves. Serve hot with Puri/Paratha.",120,35,5,High Protein Vegetarian,Dinner,160,7.0,22.0,5.0
organized_food/chapati/3df05a7c56.jpg,chapati,Pumpkin Chapati Recipe,"1 cup Whole Wheat Flour,200 grams Kaddu (Parangikai/ Pumpkin) - boiled and mashed,1/2 teaspoon Salt,Sunflower Oil - for kneading,Ghee - or oil for cooking","To begin making the Pumpkin Tawa Paratha Recipe, we will first pressure cook the pumpkin till it is completely cooked, this will take about 4 to 5 whistle and Once down allow the pressure to release by itself and mash them well.In a large bowl combine the flour, salt, mashed pumpkin, a tablespoon of oil and knead adding little water at a time to make firm and smooth dough. Add one tablespoon of oil to coat the dough and knead again. Cover and set aside for 15 minutes.Knead once again and divide the dough into 8 portions. Preheat the iron skillet on medium heat.Roll the paratha dough portions into balls and flatten them with the palm of your hand. Toss them on flour and roll them out into circles of approximately 3 inches in diameter. Put 1/4 teaspoon oil and spread it on the rolled dough.We need to get a triangle shape, to do so, first fold into a semi-circle, then fold the semi-circle into half again. You get a mini triangle shape. Tossing the triangle on a little flour, roll it out gently into a larger triangle. Continue the same process of rolling with the remaining dough portions.With skillet on medium high heat, place one rolled out dough on the skillet. After a few seconds you will notice an air pockets popping out. At this point flip the plain paratha and smear about 1/2 a teaspoon of ghee. Using a flat spatula do a light pressing and turning motion to cook to the pumpkin paratha.Flip to the other side and press and turn in a similar way. You will notice brown spots around the pumpkin parathas and it will be slightly crisp. Remove from heat and place on a platter or serve hot.Continue the similar process with the remaining rolled portions and stack the cooked pumpkin paratha one above the other and serve hot.Serve the Pumpkin Chapathi Recipe along with Dahi Bhindi Recipe or Carrot and Beans Thoran (Subzi Recipe) for your everyday lunch ideas.",10,25,5,Vegetarian,Lunch,260,8.0,55.0,1.5
organized_food/chhena_kheeri/7cfa7cccaf.jpg,chhena_kheeri,Chena Kaya Erissery Recipe,"250 grams Elephant yam (Suran/Senai/Ratalu) - peeled and chopped,2 Raw Banana - peeled and chopped,1/4 teaspoon Turmeric powder (Haldi),1/4 teaspoon Kashmiri Red Chilli Powder,4-5 Black pepper powder,1 teaspoon Coconut Oil,Salt - to taste,1 cup Fresh coconut - grated,1 teaspoon Cumin seeds (Jeera),1/2 cup Water,1/4 cup Fresh coconut - grated,1 teaspoon Coconut Oil,1/2 teaspoon Cumin seeds (Jeera),1/4 teaspoon Mustard seeds,1/4 teaspoon Turmeric powder (Haldi),1/4 teaspoon Red Chilli powder,2 Dry Red Chillies - cut into small pieces,1 sprig Curry leaves","To begin the preparation of Chana Kaya Erissery, first soft boil the yam and raw banana, mash and keep them aside.Grind the coconut and jeera to a fine paste by adding water, little at a time. Heat a pan/kadai with oil and add the boiled and mashed vegetables. Add salt, turmeric powder, peppercorns, chilli powder and the ground coconut paste.Let it simmer for 3-4 minutes only ( adjust water levels) and switch off.In a small pan, heat the coconut oil and temper with cumin, mustard seeds and red chillies.When the mustard seeds splutter add the grated coconut.Add curry leaves, turmeric powder, chilli powder and fry the coconut till they turn crunchy and light brown. Switch off and pour this tempering over the erissery.Your delicious Chena Kaya Erissery is ready to be relished!",10,25,5,Vegetarian,Lunch,180,6.0,25.0,6.0
organized_food/chicken_razala/7eca156edc.jpg,chicken_razala,Bengali Style Chicken Rezala Recipe - Chicken Korma Recipe,"1 Onion - ground to paste,10 Cashew nuts - ground to paste,2 tablespoon Sesame seeds (Til seeds) - ground to paste,2 Bay leaf (tej patta),4 Cloves (Laung),2 Cardamom (Elaichi) Pods/Seeds,1 inch Cinnamon Stick (Dalchini),4 Dry Red Chillies,1 tablespoon Garam masala powder,1 teaspoon Black pepper powder,Salt - to taste,2 tablespoon Mustard oil - for cooking,1 kg Chicken - drumstick and thighs,1 cup Curd (Dahi / Yogurt),1 teaspoon Sugar,10 Saffron strands - for garnish","To begin making the Bengali Style Chicken Rezala Recipe - Chicken Korma, grind the onion, half of ginger and half of garlic in a mixer to a smooth paste.Once the paste is made, remove and transfer it into a bowl. Wash the mixer and add cashew nuts and poppy seeds and add about 1/4 cup water and grind it into a smooth paste and set aside in a bowl.Wash the chicken pieces well and place it in a bowl. Add half of the ground onion paste, half of cashew-nut and poppy seed paste, and 1 cup of yogurt, salt and 1 teaspoon pepper powder and give it a mix.Marinate the chicken for at least 1 hour in the refrigerator, this will help to tenderise the chicken pieces.Heat a kadai with mustard oil, once it is heated up, add all the whole spice like cloves, cinnamon, cardamom, bay leaf and dry red chillies and saute until the spice are roasted well. This will just take a minute.Add the remaining chopped onion, ginger and garlic into the pan and saute for a couple of minutes.Add in the remaining poppy seed and cashew nut paste and give it a stir.Finally add in the marinated chicken pieces along with all the curd mixture into the pan, sprinkle 2 teaspoon garam masala powder, salt to taste and give it a slight mix.Close it with the lid and allow the Chicken Rezala to cook on medium heat for 25 minutes until the chicken is tender and cooked.Make sure you turn the chicken pieces in the middle and give the curry a stir so the chicken gets evenly cooked.Open the lid and sprinkle a teaspoon of sugar and give it a stir and turn off the heat. Check the salt and adjust according to taste.Transfer the Chicken Rezala onto a serving plate and sprinkle with few strands of saffron and serve hot.Serve the Bengali Style Chicken Rezala Recipe along with Whole Wheat Onion Stuffed Kulcha and Begun Bhaja Recipe, Pickled Onions Recipe by the side to make your meal complete.",10,35,5,Non Vegeterian,Lunch,220,18.0,8.0,14.0
organized_food/chicken_tikka/2b3d210c90.jpg,chicken_tikka,Chicken Tikka Recipe,"500 grams Boneless chicken,1 teaspoon Ginger Garlic Paste,1 tablespoon Lemon juice,1 teaspoon Turmeric powder (Haldi),1 tablespoon Gram flour (besan),1 teaspoon Ajwain (Carom seeds),2 tablespoons Red Chilli powder,1 tablespoon Garam masala powder,1 teaspoon Cumin powder (Jeera),1 teaspoon Coriander Powder (Dhania),4 tablespoons Curd (Dahi / Yogurt),Salt","To begin making the Chicken Tikka Recipe, add chicken with lemon juice, ginger garlic paste, turmeric powder and salt in a mixing bowl. Mix everything well and keep it aside for about 1 hour.Heat a sauce pan with oil, add ajwain seeds and allow them to splutter for few seconds. Reduce the flame and add the gram flour and cook for about 2 to 3 minutes till the gram flour is roasted well. Switch off the heat.Into the marinated chicken, add curd, red chilli powder, garam masala powder, cumin powder, coriander powder, salt and the gram flour mixture. Mix everything well. Rest this marinated chicken mixture in the fridge for one more hour.After an hour, heat a grill pan, grease it with oil. Once it is heated, take the chicken pieces out and put them into wooden skewers.Place the skewers gently on the greased pan and cook on all the sides until the chicken pieces are charred and cooked well. Once done, take them off the heat and serve hot.Serve the Chicken Tikka Recipe along with Dahi Pudina Chutney and some Pickled Onions for your party starters.",120,45,5,Non Vegeterian,Appetizer,150,25.0,2.0,5.0
organized_food/chicken_tikka_masala/0ee24a81c0.jpg,chicken_tikka_masala,Chicken Tikka Masala Recipe,"300 grams Chicken - cut into small size pieces,1/2 cup Curd (Dahi / Yogurt),1 teaspoon Cumin powder (Jeera),1-1/2 teaspoon Coriander Powder (Dhania),1/2 teaspoon Turmeric powder (Haldi),1 inch Ginger - finely chopped,6 cloves Garlic - finely chopped,1/2 teaspoon Red Chilli powder,1 tablespoon Kasuri Methi (Dried Fenugreek Leaves),Salt - as required,1 Onion,1 Tomato,5 Cashew nuts,1 teaspoon Cumin powder (Jeera),1 teaspoon Coriander Powder (Dhania),1 Cloves (Laung),1/4 teaspoon Cinnamon Powder (Dalchini),1/4 teaspoon Cardamom Powder (Elaichi),1/2 cup Fresh cream,1 tablespoon Butter (unsalted),Sunflower Oil - as required,Salt - to taste","To begin making the Chicken Tikka Masala, thoroughly clean and wash the chicken pieces. To marinate the Chicken for the Chicken Tikka Masala, in a mixing bowl, combine yogurt, cumin powder, coriander powder, turmeric powder, ginger, garlic, chili powder, kasuri methi and salt along with the chicken. Allow the chicken to marinate for a minimum of 30 minutes. Once the chicken is marinated, in a pan, add a teaspoon of oil and cook marinated chicken pieces until they are cooked well for about 8 minutes. The chicken pieces should be juicy and tender.Cooking chicken for an extended time will make them hard and rubbery. Do not add water.The next step is to make the tikka masala gravy. Heat a teaspoon of oil over medium heat. Add onion and cook until they become translucent. Add tomatoes and cook them for about two minutes. Add cashews and toss them for a minute. Allow the onion tomato masala to cool down.Once it cools down, grind onion, tomato, and cashew into a fine paste.Heat a kadai/wok with a tablespoon of butter. Once the butter melts, add cloves, cinnamon powder, and cardamom powder and saute until aroma comes out.Add cumin powder and coriander powder and combine them well.Add the onion-tomato-cashew puree to the pan, combine them well and saute for few minutes.Crush kasuri methi with your hand and add to the tikka masala gravy. Add the marinated chicken pieces, required amount of salt and cream. Toss the chicken tikka masala well so that they are combined well.Simmer the chicken tikka masala for about 5 minutes. If the tikka masala is of thicker consistency, adjust addition of water according to your requirements.Switch off heat and garnish the chicken tikka masala with coriander leaves and it is ready to be served.Serve Chicken Tikka Masala with Dhaba Style Spicy Ghee Rice Recipe Made From Whole Spices or Butter Garlic Naan Recipe (Garlic Flavoured Flat Bread) and Pickled onions for a complete Weekend dinner.",10,50,5,High Protein Non Vegetarian,Lunch,200,15.0,10.0,12.0
organized_food/chikki/4f3d994a68.jpg,chikki,Roasted Peanut & Fried Gram Chikki Recipe,"1 cup Roasted Peanuts (Moongphali) - halved,3/4 cup Roasted Gram Dal (Pottukadalai),2 cups Jaggery - grated,2 tablespoons Ghee","To begin making the Roasted Peanut & Fried Gram Chikki Recipe, first grease a rectangular tray with ghee and set aside.Place a heavy bottomed pan over medium heat, add the roasted peanuts and the roasted gram dal and stir for a couple of minutes until you get a roasted aroma. Since these are already pre-roasted, you just need to warm them to get the flavors out. Place it on the kitchen paper towel.In the same heavy bottomed pan, add the grated jaggery. With heat on low allow the jaggery to melt. Stir in between and remove the scum if any.When the jaggery tends to thicken and turn dark colour, add the ghee. Give the mixture a gentle stir.At this stage, add the roasted peanuts and the roasted fried gram. Stir well into the jaggery and ghee mixture for another couple of minutes and turn off the heat.Spread evenly onto a greased plate and flatten the Roasted Peanut & Fried Gram Chikki with back side of a big spoon or wooden spatula or rolling pin.Leave the mixture to cool for 1-2 minutes and the chikki will begin to set itself into shape and become brittle. If you want square pieces, take a sharp knife and run through the surface on the evenly spread mixture.If you wish to make balls of the chikki, then grease your palm and fingers and take portions of the chikki while it is still warm and roll them into balls.Once shaped and cut, the Roasted Peanut & Fried Gram Chikki is ready to be served with your evening Masala Chai. Store in an airtight container for more than a couple of week and enjoy the healthy snack.Serve the Roasted Peanut & Fried Gram Chikki along with your evening Masala Chai.",10,45,5,High Protein Vegetarian,Snack,500,12.0,55.0,26.0
organized_food/daal_baati_churma/5c234ecb37.jpg,daal_baati_churma,Baked Stuffed Baati With Churma And Panchratna Dal Recipe,"1 cup Whole Wheat Flour,1/4 cup Sooji (Semolina/ Rava),4 tablespoons Ghee - Melted,1/2 cup Caster Sugar,1 tablespoon Badam (Almond) - chopped,1 tablespoon Pistachios - chopped,1/4 cup Chana dal (Bengal Gram Dal),1/4 cup Arhar dal (Split Toor Dal),1/4 cup Green Moong Dal (Split),1/4 cup White Urad Dal (Split),1 cup Tomato - chopped,1/2 teaspoon Turmeric powder (Haldi),2 teaspoons Red Chilli powder,1 teaspoon Coriander Powder (Dhania),1/2 teaspoon Garam masala powder,1 tablespoon Coriander (Dhania) Leaves - finely chopped,1 tablespoon Ghee,1 teaspoon Mustard seeds,2 Cloves (Laung),1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Cinnamon Powder (Dalchini),Asafoetida (hing) - a pinch,Curry leaves - as required,1 Kashmiri dry red chilli,1 Bay leaf (tej patta),1 cup Whole Wheat Flour,1/4 cup Sooji (Semolina/ Rava),2 tablespoons Gram flour (besan),3 tablespoon Ghee - melted,1 teaspoon Salt,1/2 cup Milk,1 tablespoon Sunflower Oil,1 Green Chilli - finely chopped,1 teaspoon Fennel seeds (Saunf),1 teaspoon Coriander (Dhania) Seeds,Asafoetida (hing) - a pinch,1 cup Green peas (Matar) - frozen,1 teaspoon Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder,1 teaspoon Coriander Powder (Dhania),Salt - to taste,Lemon - sliced,Green Chilli - sliced,Papad,Ghee - melted (as required)","To begin making the Baked Stuffed Baati With Churma And Panchratna Dal recipe , firstly we will make the churma. For Churma, in a mixing bowl take wheat flour, semolina and ghee, add water to form a stiff dough.Make patties with your palms with a indentation at the center. Prepare all and keep them aside.The next step is to make the dal. Rinse the daals well and pressure cook for 5 whistles along with a pinch of turmeric powder, salt and 3 cups of water. Once pressure releases, mash it well with a laddle and set aside.In a pan heat ghee, add the items listed under ‘To temper‘ and let it splutter. Then add tomatoes along with red chilli powder, turmeric powder, coriander powder and garam masala along with salt and saute for few minutes until the tomatoes becomes soft.Now add mashed dal and mix well. Let the dal boil for 5 minutes, add little water if its too thick. Finally garnish with coriander leaves.Next, we will make the Baati. In a mixing bowl, take all the ingredients listed under ‘BATI‘, mix well and knead it together to form a stiff dough.Divide the dough into small balls and keep them aside. Now for stuffing, into medium sized pan, heat oil, add fennel seeds and coriander seeds. Add green chillies, and green peas.Add salt, remaining dry ingredients and mix it well. Cook for 5-7 minutes and mash the peas using spatula and mix it well. Cook for another 5 minutes and switch off the flame, allow them to cool down.Once it's completely cool, divide them into equal portions. Now flatten the baati and stuff one portion of the stuffing we made, and again flatten them using your palms. Prepare all the baatis likewise. Make a small indentation in the centre of the baatis using your thumb.Preheat the microwave on 200 degrees. Place the Churma and Baatis into it and bake them first for 15 minutes.When beep sounds, turn over them and bake again for 15 more minutes. Let them cool down at room temperature. So your baatis are ready!For Churma, once it is completely cool, break churma into small pieces and grind it using a mixer. Grind it a little coarse. Collect the mixture in a bowl, add castor sugar and mix well. Add almonds, pistachios along with ghee and give a quick mix. Churma is ready!So your delicious treat is ready! Serve it with papad, green chilli, lemon slice and sudh deshi ghee!Serve Baked Stuffed Baati With Churma And Panchratna Dal with Masala Chaas for a weekend lunch.",20,40,5,Vegetarian,Lunch,350,9.0,50.0,14.0
organized_food/daal_puri/4fcffbd44a.jpg,daal_puri,Daal Pithi Recipe,"1 cup Whole Wheat Flour,Water - as required,3/4 cup Masoor Dal (Whole),1 tablespoon Cumin powder (Jeera),1 tablespoon Coriander Powder (Dhania),1 tablespoon Turmeric powder (Haldi),1 tablespoon Red Chilli powder,1 tablespoon Ginger Garlic Paste,1/2 cup Onions - chopped,4 cloves Garlic - chopped,2 Green Chillies - finely chopped,1 teaspoon Cumin seeds (Jeera),Ghee - as required,Coriander (Dhania) Leaves - for garnish","To begin making the Daal Pithi recipe, knead the wheat flour with water and make a smooth dough. Make small balls (bit smaller than a size of cherry tomato) and roll the balls into thin round shapes with the help of rolling pin.Fold from half to form a dumpling or a bowl shape dimsums.Similarly, roll all the dough and keep them aside.In a pressure cooker, add water and lentils. Bring them to a boil.Once it is done, add cumin powder, coriander powder, turmeric powder, red chilli powder and ginger garlic paste.Let them boil for 10-15 minutes. Once they have boiled, add the prepared dough dumplings.Put on the cooker lid. After 2 whistles, remove it from the hob and let it cool down.While the ingredients in the cooker is getting cooled, prepare the tempering or the tadka. Heat a tadka pan and all the ingredients mentioned under ‘For tadka’.Once done add the tadka to the cooked Lentil soup and garnish it with coriander leaves.Serve Daal Pithi on its own Kachumber Salad for a delicious weekday dinner.",10,25,5,Vegetarian,Lunch,300,8.0,45.0,10.0
